Volcano Number,Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
320130,Satah Mountain,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,,,52.417,-124.617,1923,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
320135,Baldface Mountain,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,,,52.742,-124.458,1798,,Intraplate / Continental crust (>25 km)
320804,Kawdy Metah,Canada,North American Volcanic Regions,Northern Cordillera Volcanic Province,Cluster,Volcanic field,,,59.02,-131.15,1950,,Intraplate / Continental crust (>25 km)
320805,Dark Mountain,Canada,North American Volcanic Regions,Northern Cordillera Volcanic Province,Cluster,Volcanic field,,,58.52,-129.6,1972,,Intraplate / Continental crust (>25 km)
320806,Klastline Group,Canada,North American Volcanic Regions,Northern Cordillera Volcanic Province,Cluster,Pyroclastic cone(s),,,57.88,-130.2,1980,,Intraplate / Continental crust (>25 km)
320807,Hogum Range,Canada,North American Volcanic Regions,Northern Cordillera Volcanic Province,Cluster,Volcanic field,,,56.15,-126.7,2020,,Intraplate / Continental crust (>25 km)
320808,Alice Arm,Canada,North American Volcanic Regions,Northern Cordillera Volcanic Province,Cluster,Volcanic field,,,55.43,-129.37,0,,Intraplate / Continental crust (>25 km)
320809,Itcha Range,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Shield,,,52.667,-124.833,2371,,Intraplate / Continental crust (>25 km)
320810,Chilcotin Group-North,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,,,51.45,-122.33,1800,,Intraplate / Continental crust (>25 km)
320812,Squamish,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,,,49.65,-123.22,790,,Subduction zone / Continental crust (>25 km)
320813,Chilcotin Group-South,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,,,50.15,-119.62,2100,,Subduction zone / Continental crust (>25 km)
320817,Quesnel Cone Group,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Minor,Pyroclastic cone(s),,,52.5,-121.17,1646,,Intraplate / Continental crust (>25 km)
321800,Tumac Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone,,,46.713,-121.352,1932,,Subduction zone / Continental crust (>25 km)
321801,Goat Rocks,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,46.5,-121.4,2494,,Subduction zone / Continental crust (>25 km)
321802,Marble Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,46.109,-122.129,1255,,Subduction zone / Continental crust (>25 km)
321803,Simcoe,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,46.1,-120.9,1775,,Subduction zone / Continental crust (>25 km)
322130,Lava Mountain,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,,,43.472,-120.754,1711,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
322140,Four Craters Lava Field,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,,,43.361,-120.669,1501,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
322800,Boring Lava,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,45.3,-122.5,1236,,Subduction zone / Continental crust (>25 km)
322801,Defiance,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,45.649,-121.723,1512,,Subduction zone / Continental crust (>25 km)
322802,Lost Lake Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,45.496,-121.796,1362,,Subduction zone / Continental crust (>25 km)
322803,Wilson,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,45.066,-121.658,1707,,Subduction zone / Continental crust (>25 km)
322804,Olallie Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,44.82,-121.75,2199,,Subduction zone / Continental crust (>25 km)
322805,Three Fingered Jack,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,44.48,-121.842,2390,,Subduction zone / Continental crust (>25 km)
322806,Black Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,44.4,-121.63,1962,,Subduction zone / Continental crust (>25 km)
322807,Washington,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,44.332,-121.837,2376,,Subduction zone / Continental crust (>25 km)
322808,Black Crater,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,44.266,-121.749,2210,,Subduction zone / Continental crust (>25 km)
322809,Scott Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,44.241,-121.915,1864,,Subduction zone / Continental crust (>25 km)
322810,Tumalo,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Lava dome(s),,,44.099,-121.541,1955,,Subduction zone / Continental crust (>25 km)
322811,Broken Top,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,44.08,-121.7,2797,,Subduction zone / Continental crust (>25 km)
322812,Williamson Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,43.924,-121.825,1921,,Subduction zone / Continental crust (>25 km)
322813,Irish Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.851,-121.975,2101,,Subduction zone / Continental crust (>25 km)
322814,Taylor Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.805,-122.018,1775,,Subduction zone / Continental crust (>25 km)
322815,Cultus Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.819,-121.871,2060,,Subduction zone / Continental crust (>25 km)
322816,Wuksi Butte-Twin Lakes,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,43.77,-121.77,1590,,Subduction zone / Continental crust (>25 km)
322817,Cupit Mary Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.731,-122.11,1879,,Subduction zone / Continental crust (>25 km)
322818,Fuji Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,43.659,-122.103,2177,,Subduction zone / Continental crust (>25 km)
322819,Maiden Peak,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,43.627,-121.965,2383,,Subduction zone / Continental crust (>25 km)
322820,Red Top Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,43.51,-122.03,2118,,Subduction zone / Continental crust (>25 km)
322821,Cowhorn Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),,,43.4,-122.054,2336,,Subduction zone / Continental crust (>25 km)
322822,Cappy Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,43.31,-121.979,2253,,Subduction zone / Continental crust (>25 km)
322823,China Hat-East Butte,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Minor,Lava dome(s),,,43.681,-121.034,2004,,Rift zone / Continental crust (>25 km)
322824,Quartz Mountain,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Minor,Lava dome,,,43.629,-120.899,1885,,Rift zone / Continental crust (>25 km)
322825,Fort Rock Volcanic Field,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Maar(s),,,43.392,-121.142,1712,,Subduction zone / Continental crust (>25 km)
322826,Diamond Peak,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.521,-122.148,2665,,Subduction zone / Continental crust (>25 km)
322827,Thielsen,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.153,-122.065,2799,,Subduction zone / Continental crust (>25 km)
322828,Bailey,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,43.155,-122.219,2551,,Subduction zone / Continental crust (>25 km)
322829,Goose Nest,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,42.788,-122.154,2213,,Subduction zone / Continental crust (>25 km)
322830,Big Bunchgrass,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone,,,42.703,-122.194,2024,,Subduction zone / Continental crust (>25 km)
322831,Imagination Peak,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone,,,42.552,-122.201,1986,,Subduction zone / Continental crust (>25 km)
322832,Sprague River Valley,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Shield(s),,,42.5,-121.5,1300,,Intraplate / Continental crust (>25 km)
322833,Pelican Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,42.52,-122.13,2449,,Subduction zone / Continental crust (>25 km)
322834,McLoughlin,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,42.445,-122.315,2894,,Subduction zone / Continental crust (>25 km)
322835,Brown Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,42.365,-122.27,2228,,Subduction zone / Continental crust (>25 km)
322836,Silver Creek,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,,,43.4,-119.5,1375,,Intraplate / Continental crust (>25 km)
322837,Saddle Butte,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,,,43,-117.8,1700,,Rift zone / Continental crust (>25 km)
322838,Lava Butte,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Shield,Shield(s),,,43.001,-117.422,1447,,Rift zone / Continental crust (>25 km)
322841,Mountain Lakes,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,42.32,-122.08,2502,,Subduction zone / Continental crust (>25 km)
322842,Jackies Butte,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,,,42.606,-117.589,1418,,Rift zone / Continental crust (>25 km)
323030,Brushy Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,41.178,-121.445,1168,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
323040,Twin Buttes,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Pyroclastic cone(s),,,40.777,-121.591,1631,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
323050,Silver Lake Volcanic Field,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,40.731,-121.841,1535,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
323060,Tumble Buttes,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone(s),,,40.68,-121.55,2191,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
323090,Eagle Lake Field,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Fissure vent(s),,,40.63,-120.83,1652,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
323170,Golden Trout Creek,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,,,36.358,-118.32,2886,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
323180,Coso Volcanic Field,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Lava dome(s),,,36.03,-117.82,2400,Rhyolite,Rift zone / Continental crust (>25 km)
323190,Lavic Lake,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,,,34.75,-116.625,1495,Basalt / Picro-Basalt,Rift zone / Continental crust (>25 km)
323800,Copco Lake,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone(s),,,41.97,-122.33,975,,Subduction zone / Continental crust (>25 km)
323801,Goosenest,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,41.722,-122.22,2528,,Subduction zone / Continental crust (>25 km)
323802,Whaleback,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,41.528,-122.14,2605,,Subduction zone / Continental crust (>25 km)
323803,Rainbow Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,41.474,-121.956,2323,,Subduction zone / Continental crust (>25 km)
323804,Hackamore,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,41.67,-121.17,1703,,Subduction zone / Continental crust (>25 km)
323805,Big Cave,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,40.955,-121.365,1259,,Subduction zone / Continental crust (>25 km)
323806,Cinder Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,40.87,-121.49,1337,,Subduction zone / Continental crust (>25 km)
323807,Burney Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Lava dome(s),,,40.806,-121.628,2397,,Subduction zone / Continental crust (>25 km)
323808,Snow Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,40.763,-121.798,2077,,Subduction zone / Continental crust (>25 km)
323809,Magee Peak,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,40.698,-121.619,2647,,Subduction zone / Continental crust (>25 km)
323810,Blacks Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,40.775,-121.191,2220,,Subduction zone / Continental crust (>25 km)
323811,Potato Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Shield(s),,,40.63,-121.43,1532,,Subduction zone / Continental crust (>25 km)
323812,Latour Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Lava cone,,,40.608,-121.709,2054,,Subduction zone / Continental crust (>25 km)
323813,Caribou,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,,,40.6,-121.15,2309,,Subduction zone / Continental crust (>25 km)
323814,Red Lake Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone,,,40.571,-121.594,2036,,Subduction zone / Continental crust (>25 km)
323815,Table Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,40.557,-121.55,2097,,Subduction zone / Continental crust (>25 km)
323816,Black Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone,,,40.45,-122,813,,Subduction zone / Continental crust (>25 km)
323817,Dittmar,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,40.453,-121.347,2328,,Subduction zone / Continental crust (>25 km)
323818,Sifford Mountain,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,,,40.416,-121.412,2149,,Subduction zone / Continental crust (>25 km)
323819,Maidu,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,,,40.3,-121.62,2123,,Subduction zone / Continental crust (>25 km)
323820,Inskip Hill,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor,Pyroclastic cone(s),,,40.341,-121.943,945,,Subduction zone / Continental crust (>25 km)
323821,Sutter Buttes,United States,North American Volcanic Regions,California Coast Ranges Volcanic Province,Minor,Lava dome(s),,,39.206,-121.821,645,,Subduction zone / Continental crust (>25 km)
323822,Long Valley,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Caldera,Caldera,,,37.7,-118.87,3390,,Rift zone / Continental crust (>25 km)
323823,Big Pine Volcanic Field,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor,Pyroclastic cone(s),,,37.05,-118.25,1950,,Subduction zone / Continental crust (>25 km)
323824,Lava Mountains Volcanic Field,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor,Lava dome(s),,,35.5,-117.5,1510,,Unknown
323825,Cima Lava Field,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,,,35.27,-115.75,1509,,Rift zone / Continental crust (>25 km)
323826,Amboy,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor,Pyroclastic cone,,,34.55,-115.78,288,,Rift zone / Continental crust (>25 km)
323827,Pinto Basin-Salton Creek,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,,,33.9,-115.63,600,,Subduction zone / Continental crust (>25 km)
324800,Sinker Butte,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Shield,Shield,,,43.25,-116.62,1012,,Rift zone / Continental crust (>25 km)
324801,Mountain Home-Kuna Lava Field,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Minor,Pyroclastic cone(s),,,43.2,-115.98,1040,,Subduction zone / Continental crust (>25 km)
324802,"Grande, Cerro",United States,North American Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Cluster,Fissure vent(s),,,43.45,-112.83,0,,Rift zone / Continental crust (>25 km)
